attendance,current_test_score,current_assignment_score,previous_test_score,previous_assignment_score,fees,gender,dropout_target
73,69,62,65,55,Unpaid,Male,Low Risk
42,40,48,50,58,Paid,Female,High Risk
33,46,53,63,48,Unpaid,Male,High Risk
70,77,58,75,47,Unpaid,Female,Low Risk
55,44,53,44,49,Paid,Female,Medium Risk
64,50,51,55,52,Paid,Female,Low Risk
57,52,65,65,65,Paid,Male,Medium Risk
53,43,67,53,71,Paid,Male,Medium Risk
75,64,57,73,59,Paid,Male,Low Risk
53,56,44,60,57,Paid,Female,Medium Risk
47,61,47,54,61,Paid,Female,Medium Risk
53,39,45,38,51,Paid,Female,High Risk
70,61,36,61,39,Paid,Female,Low Risk
62,66,71,70,65,Paid,Male,Low Risk
53,57,63,46,62,Unpaid,Female,Medium Risk
30,21,16,31,38,Paid,Female,High Risk
58,50,55,43,48,Paid,Female,Medium Risk
43,54,48,56,52,Paid,Female,High Risk
77,66,73,69,59,Paid,Female,Low Risk
47,47,54,55,62,Paid,Male,Medium Risk
44,48,45,51,36,Unpaid,Male,High Risk
55,37,32,53,62,Paid,Female,High Risk
46,54,57,65,63,Paid,Female,Medium Risk
40,39,47,24,25,Paid,Female,High Risk
67,85,68,74,62,Paid,Male,Low Risk
58,48,48,54,49,Unpaid,Female,Medium Risk
55,64,59,46,31,Unpaid,Female,Medium Risk
39,57,52,58,65,Paid,Male,Medium Risk
38,71,62,70,55,Paid,Male,Medium Risk
42,47,43,48,29,Paid,Female,High Risk
36,39,33,68,55,Unpaid,Female,High Risk
59,45,41,40,54,Unpaid,Male,High Risk
35,40,48,21,24,Paid,Female,High Risk
35,42,41,52,30,Unpaid,Male,High Risk
49,62,44,56,54,Unpaid,Female,High Risk
75,52,55,51,46,Paid,Female,Low Risk
38,33,73,50,67,Paid,Male,Medium Risk
43,53,41,54,55,Unpaid,Female,High Risk
53,47,44,55,51,Unpaid,Male,High Risk
78,48,38,47,50,Paid,Female,Low Risk
54,67,53,62,63,Paid,Female,Low Risk
80,65,85,63,86,Paid,Male,Low Risk
50,50,61,58,60,Unpaid,Male,Medium Risk
40,72,62,67,43,Unpaid,Male,High Risk
47,58,55,80,68,Paid,Female,Medium Risk
47,66,83,76,77,Paid,Male,Low Risk
52,37,45,43,40,Paid,Male,Medium Risk
56,65,58,64,41,Paid,Female,Low Risk
80,61,55,59,55,Paid,Female,Low Risk
68,57,50,62,33,Paid,Male,Low Risk
37,47,56,56,34,Unpaid,Female,High Risk
48,59,47,53,53,Paid,Male,Medium Risk
56,59,55,61,62,Paid,Male,Medium Risk
67,68,71,59,58,Unpaid,Female,Medium Risk
58,74,68,83,83,Paid,Female,Low Risk
76,78,60,60,47,Paid,Female,Low Risk
71,59,51,51,55,Paid,Male,Low Risk
45,44,44,53,37,Paid,Male,High Risk
55,51,56,49,46,Paid,Male,Medium Risk
85,84,75,80,65,Paid,Male,Low Risk
58,81,82,64,69,Paid,Male,Low Risk
56,60,73,49,58,Paid,Male,Low Risk
39,48,50,67,52,Paid,Female,Medium Risk
68,35,59,39,56,Paid,Female,Medium Risk
52,57,49,55,63,Paid,Male,Medium Risk
50,48,47,56,52,Paid,Male,Medium Risk
49,53,62,40,58,Paid,Male,Medium Risk
60,60,57,57,62,Paid,Female,Low Risk
33,35,25,53,55,Paid,Female,High Risk
25,42,43,49,51,Paid,Female,High Risk
53,52,61,46,51,Paid,Male,Medium Risk
64,67,64,58,44,Paid,Male,Low Risk
32,40,45,39,37,Paid,Female,High Risk
38,47,61,41,52,Paid,Male,High Risk
45,55,52,62,58,Paid,Female,Medium Risk
57,47,41,50,50,Paid,Female,Medium Risk
83,58,65,56,53,Paid,Male,Low Risk
18,29,32,28,44,Paid,Female,High Risk
49,53,40,54,36,Paid,Male,Medium Risk
64,68,49,79,57,Unpaid,Male,Low Risk
60,64,53,53,47,Unpaid,Female,Medium Risk
61,63,72,71,80,Unpaid,Female,Low Risk
67,68,58,57,42,Paid,Female,Low Risk
75,65,63,34,42,Unpaid,Male,Medium Risk
69,64,54,58,71,Paid,Male,Low Risk
52,53,53,54,64,Paid,Male,Medium Risk
90,86,76,87,62,Paid,Male,Low Risk
55,47,43,55,63,Unpaid,Female,High Risk
36,43,40,49,57,Unpaid,Male,High Risk
87,82,82,64,61,Paid,Female,Low Risk
56,79,70,85,67,Paid,Female,Low Risk
55,54,48,58,43,Paid,Female,Medium Risk
30,38,48,34,64,Paid,Male,High Risk
55,55,44,58,60,Paid,Male,Medium Risk
58,58,58,47,64,Paid,Male,Low Risk
51,68,51,71,59,Paid,Female,Low Risk
56,49,56,54,72,Paid,Female,Low Risk
64,55,50,55,66,Unpaid,Male,Medium Risk
60,67,64,45,56,Paid,Female,Low Risk
52,64,75,78,72,Paid,Male,Low Risk
48,48,48,49,42,Paid,Male,Medium Risk
55,35,60,37,51,Paid,Male,Medium Risk
63,66,42,53,58,Unpaid,Female,Medium Risk
67,49,61,56,54,Unpaid,Female,Medium Risk
55,38,50,54,54,Paid,Female,Medium Risk
55,58,54,36,54,Paid,Male,Medium Risk
72,69,76,63,70,Unpaid,Female,Low Risk
45,41,32,44,43,Paid,Female,High Risk
70,45,50,61,60,Paid,Female,Low Risk
68,83,84,62,63,Unpaid,Male,Low Risk
60,56,66,54,60,Paid,Female,Low Risk
70,48,54,42,57,Unpaid,Male,Medium Risk
50,56,49,35,45,Paid,Male,Medium Risk
37,59,61,64,58,Paid,Female,Medium Risk
55,31,42,24,43,Paid,Male,Medium Risk
40,52,53,39,58,Paid,Female,High Risk
52,44,56,40,50,Paid,Male,Medium Risk
76,69,68,62,57,Paid,Male,Low Risk
50,29,43,39,36,Paid,Male,High Risk
60,28,56,28,46,Paid,Female,Medium Risk
65,64,46,59,54,Paid,Female,Low Risk
43,56,42,58,37,Paid,Male,Medium Risk
49,35,48,50,69,Paid,Female,Medium Risk
49,44,56,45,48,Unpaid,Male,High Risk
46,50,61,40,63,Unpaid,Female,Medium Risk
53,64,58,68,53,Unpaid,Female,Medium Risk
61,63,42,73,43,Paid,Female,Medium Risk
70,57,62,59,58,Paid,Male,Low Risk
43,45,43,49,49,Unpaid,Male,High Risk
44,36,38,38,36,Paid,Female,High Risk
60,55,62,57,65,Unpaid,Male,Medium Risk
47,62,61,71,71,Paid,Male,Medium Risk
52,47,49,44,43,Unpaid,Male,High Risk
40,65,47,42,45,Paid,Male,Medium Risk
45,46,35,49,47,Paid,Female,Medium Risk
68,66,58,46,43,Paid,Male,Medium Risk
43,37,54,53,54,Unpaid,Male,High Risk
66,62,53,59,38,Paid,Female,Low Risk
33,47,57,56,49,Paid,Female,High Risk
67,67,66,61,56,Paid,Female,Low Risk
65,67,60,66,64,Paid,Male,Low Risk
54,47,49,54,47,Unpaid,Male,High Risk
71,55,71,61,63,Paid,Male,Low Risk
36,39,40,38,37,Paid,Male,High Risk
56,53,45,61,63,Paid,Male,Medium Risk
55,63,65,54,61,Paid,Male,Low Risk
43,39,49,46,55,Paid,Male,Medium Risk
57,39,30,42,47,Unpaid,Female,High Risk
45,65,54,71,45,Paid,Male,Medium Risk
43,51,48,58,56,Unpaid,Female,High Risk
75,60,47,53,46,Paid,Male,Low Risk
46,41,31,53,33,Paid,Male,Medium Risk
54,55,57,52,43,Unpaid,Male,High Risk
44,48,49,36,50,Unpaid,Female,High Risk
42,64,41,63,51,Unpaid,Female,High Risk
53,59,49,52,41,Paid,Male,Medium Risk
74,58,51,67,44,Paid,Male,Low Risk
78,65,70,65,49,Unpaid,Female,Low Risk
64,49,47,63,53,Paid,Male,Low Risk
71,53,66,51,64,Paid,Female,Low Risk
54,54,40,46,38,Unpaid,Female,High Risk
37,45,60,39,66,Paid,Male,Medium Risk
53,49,47,68,62,Paid,Male,Medium Risk
60,63,47,68,48,Paid,Male,Low Risk
42,43,43,43,44,Paid,Female,High Risk
47,44,47,28,41,Paid,Male,Medium Risk
73,66,68,74,74,Unpaid,Male,Low Risk
47,45,48,34,65,Paid,Female,Medium Risk
55,68,61,64,58,Paid,Female,Low Risk
73,87,61,74,63,Paid,Male,Low Risk
31,35,45,34,44,Paid,Female,High Risk
62,53,43,41,25,Unpaid,Female,High Risk
63,56,66,61,64,Unpaid,Male,Medium Risk
60,40,47,39,42,Paid,Male,Medium Risk
49,57,50,52,55,Paid,Female,Medium Risk
51,54,52,62,59,Paid,Male,Medium Risk
32,50,44,44,43,Paid,Female,High Risk
86,75,84,69,79,Paid,Male,Low Risk
80,75,70,55,50,Paid,Female,Low Risk
59,66,59,67,53,Paid,Male,Low Risk
46,54,53,49,47,Paid,Female,Medium Risk
34,43,32,40,38,Paid,Male,High Risk
75,54,58,54,48,Paid,Male,Low Risk
56,42,46,41,55,Paid,Female,Medium Risk
45,27,31,37,43,Unpaid,Male,High Risk
47,61,55,65,58,Unpaid,Male,High Risk
64,66,73,55,66,Paid,Female,Low Risk
38,50,35,66,54,Unpaid,Male,High Risk
58,40,53,53,56,Unpaid,Male,High Risk
49,47,64,47,59,Paid,Male,Medium Risk
68,37,42,36,46,Paid,Female,Medium Risk
66,69,61,62,58,Unpaid,Male,Low Risk
66,70,51,67,54,Paid,Male,Low Risk
84,58,46,48,53,Paid,Female,Low Risk
63,53,62,48,63,Paid,Female,Low Risk
36,35,37,37,35,Paid,Male,High Risk
43,52,59,44,41,Paid,Female,Medium Risk
56,59,47,71,50,Unpaid,Female,Medium Risk
51,50,43,65,47,Unpaid,Female,High Risk
79,64,57,53,60,Paid,Female,Low Risk
83,63,56,71,53,Paid,Female,Low Risk
44,62,62,51,59,Paid,Female,Medium Risk
34,53,34,41,41,Paid,Male,High Risk
37,45,52,39,47,Unpaid,Male,High Risk
67,64,74,53,53,Paid,Male,Low Risk
73,67,59,56,62,Unpaid,Female,Low Risk
50,59,68,58,50,Paid,Female,Medium Risk
63,69,74,66,52,Paid,Female,Low Risk
49,46,56,50,63,Paid,Male,Medium Risk
46,51,30,45,26,Paid,Male,Medium Risk
79,71,68,54,57,Unpaid,Female,Low Risk
64,50,47,59,45,Paid,Female,Medium Risk
49,43,49,51,67,Paid,Female,Medium Risk
61,69,66,51,56,Paid,Female,Low Risk
56,65,59,57,48,Paid,Female,Low Risk
51,51,57,43,71,Paid,Male,Medium Risk
42,35,45,26,42,Paid,Female,High Risk
45,55,55,64,63,Unpaid,Male,High Risk
56,56,46,47,48,Paid,Male,Medium Risk
63,55,52,49,54,Paid,Male,Low Risk
55,60,51,56,65,Paid,Male,Medium Risk
83,66,73,74,78,Paid,Female,Low Risk
30,28,31,27,28,Paid,Male,High Risk
63,64,76,55,58,Paid,Male,Low Risk
58,43,63,42,55,Paid,Female,Medium Risk
57,54,50,73,63,Unpaid,Male,Medium Risk
62,53,58,52,58,Paid,Male,Medium Risk
62,66,67,61,62,Unpaid,Male,Medium Risk
40,44,48,54,33,Unpaid,Male,High Risk
59,49,57,61,60,Unpaid,Male,Medium Risk
75,73,67,51,59,Paid,Male,Low Risk
43,21,21,38,40,Paid,Male,High Risk
72,78,71,65,54,Paid,Female,Low Risk
54,45,37,38,39,Unpaid,Male,High Risk
52,51,55,49,59,Paid,Female,Medium Risk
65,69,62,52,52,Paid,Female,Low Risk
42,55,40,55,49,Paid,Female,High Risk
65,62,58,48,66,Paid,Male,Low Risk
54,50,52,60,55,Paid,Male,Medium Risk
71,64,67,63,68,Paid,Female,Low Risk
67,64,74,60,75,Paid,Male,Low Risk
46,53,45,44,56,Paid,Female,Medium Risk
84,67,53,61,48,Unpaid,Male,Low Risk
73,69,68,63,56,Unpaid,Female,Low Risk
70,61,48,70,79,Paid,Male,Low Risk
57,59,73,54,72,Paid,Female,Medium Risk
47,54,44,50,33,Paid,Male,Medium Risk
62,61,49,77,62,Unpaid,Male,Medium Risk
53,44,53,36,55,Paid,Male,Medium Risk
43,52,50,58,43,Paid,Female,Medium Risk
61,48,43,52,51,Unpaid,Female,High Risk
60,64,61,58,49,Unpaid,Male,Medium Risk
86,75,67,65,64,Paid,Female,Low Risk
55,59,51,71,66,Unpaid,Female,Medium Risk
30,44,53,33,55,Unpaid,Female,High Risk
64,46,46,35,51,Unpaid,Male,High Risk
41,38,43,59,65,Paid,Male,High Risk
41,35,35,24,42,Paid,Male,High Risk
64,68,62,63,51,Paid,Female,Low Risk
59,68,58,66,59,Paid,Male,Low Risk
48,55,70,67,61,Paid,Female,Medium Risk
57,62,59,46,45,Paid,Male,Low Risk
64,77,62,60,65,Paid,Female,Low Risk
58,52,50,49,57,Paid,Male,Low Risk
58,41,44,59,65,Unpaid,Male,High Risk
73,55,57,61,61,Paid,Female,Low Risk
72,54,55,46,65,Unpaid,Male,Medium Risk
54,52,41,57,54,Paid,Female,Medium Risk
55,60,66,59,65,Paid,Male,Low Risk
63,41,49,27,43,Unpaid,Female,High Risk
63,40,45,38,44,Paid,Male,Medium Risk
66,78,75,71,56,Paid,Female,Low Risk
74,62,43,46,33,Paid,Female,Low Risk
39,56,56,59,33,Paid,Male,High Risk
66,66,44,48,54,Paid,Female,Low Risk
47,59,56,52,52,Paid,Male,Medium Risk
27,43,35,27,21,Unpaid,Female,High Risk
42,53,45,58,59,Paid,Male,Medium Risk
69,79,73,77,63,Paid,Female,Low Risk
23,40,31,28,23,Paid,Female,High Risk
64,68,64,53,53,Paid,Female,Low Risk
75,62,54,70,80,Paid,Female,Low Risk
50,36,42,35,57,Paid,Male,Medium Risk
37,36,38,45,37,Unpaid,Female,High Risk
70,57,41,45,32,Unpaid,Male,Medium Risk
37,63,60,70,58,Paid,Male,Medium Risk
64,51,67,48,52,Paid,Female,Low Risk
37,34,28,52,43,Paid,Male,High Risk
51,84,86,65,79,Unpaid,Female,Low Risk
50,50,45,47,43,Paid,Female,High Risk
50,48,53,52,56,Paid,Male,Medium Risk
76,75,79,62,56,Paid,Male,Low Risk
59,60,48,59,38,Paid,Female,Low Risk
50,39,47,48,34,Paid,Female,Medium Risk
12,47,37,42,31,Unpaid,Female,High Risk
71,71,61,71,65,Paid,Male,Low Risk
59,62,58,54,62,Unpaid,Female,Medium Risk
57,55,55,47,40,Paid,Female,Medium Risk
46,52,51,40,34,Paid,Female,Medium Risk
38,44,61,35,56,Paid,Male,High Risk
36,51,45,49,53,Paid,Male,High Risk
56,57,56,71,52,Paid,Female,Low Risk
53,53,44,58,48,Paid,Male,Medium Risk
66,61,54,73,47,Paid,Male,Low Risk
64,72,51,64,58,Unpaid,Male,Low Risk
43,53,65,60,78,Paid,Male,Medium Risk
40,44,33,39,43,Paid,Male,High Risk
59,51,50,31,43,Unpaid,Male,High Risk
77,50,51,61,50,Paid,Male,Low Risk
52,64,83,64,74,Paid,Male,Medium Risk
39,49,47,52,54,Unpaid,Female,High Risk
52,65,65,54,46,Paid,Female,Low Risk
75,75,69,56,56,Unpaid,Female,Low Risk
62,49,67,38,45,Unpaid,Male,Medium Risk
58,68,39,53,20,Unpaid,Male,Medium Risk
73,55,69,38,46,Unpaid,Male,Medium Risk
50,56,55,48,30,Paid,Male,Medium Risk
51,50,46,61,52,Paid,Female,Medium Risk
75,69,68,72,70,Unpaid,Male,Low Risk
50,56,62,59,47,Unpaid,Male,Medium Risk
66,67,69,60,55,Paid,Male,Low Risk
54,63,45,58,33,Unpaid,Male,High Risk
35,54,55,43,54,Unpaid,Female,High Risk
46,54,57,59,65,Paid,Female,Medium Risk
52,50,63,42,58,Paid,Female,Medium Risk
46,50,66,39,42,Paid,Male,Medium Risk
75,66,55,59,53,Paid,Male,Low Risk
51,65,52,58,43,Paid,Female,Medium Risk
52,46,51,45,55,Paid,Female,Medium Risk
74,52,54,36,47,Paid,Male,Low Risk
63,55,57,56,62,Paid,Female,Low Risk
38,56,51,38,36,Paid,Female,High Risk
37,40,36,27,21,Unpaid,Female,High Risk
55,67,63,57,48,Paid,Female,Low Risk
37,42,43,48,46,Paid,Male,High Risk
74,52,41,53,45,Unpaid,Male,Medium Risk
47,42,33,23,26,Paid,Female,High Risk
39,49,49,42,43,Paid,Male,High Risk
70,54,62,65,67,Paid,Male,Low Risk
50,49,57,46,73,Paid,Male,Medium Risk
44,55,62,39,52,Paid,Female,Medium Risk
51,49,59,47,67,Unpaid,Male,High Risk
37,34,37,31,32,Paid,Male,High Risk
23,47,52,53,46,Paid,Male,High Risk
63,79,74,72,68,Paid,Male,Low Risk
72,52,51,50,56,Paid,Male,Low Risk
45,30,38,55,57,Paid,Female,Medium Risk
39,41,42,57,51,Paid,Female,High Risk
70,64,60,50,60,Paid,Female,Low Risk
47,61,58,57,49,Unpaid,Male,High Risk
49,46,48,61,44,Paid,Female,Medium Risk
57,72,54,61,60,Paid,Female,Low Risk
38,60,68,61,37,Unpaid,Male,High Risk
48,60,53,57,71,Paid,Male,Medium Risk
60,59,53,70,69,Unpaid,Female,Medium Risk
48,44,39,39,36,Unpaid,Male,High Risk
57,63,52,52,45,Paid,Female,Medium Risk
60,47,35,43,42,Paid,Female,Medium Risk
53,52,59,62,61,Paid,Male,Medium Risk
57,73,63,62,46,Paid,Female,Low Risk
65,45,42,35,31,Unpaid,Female,Medium Risk
76,66,47,63,61,Paid,Male,Low Risk
62,68,67,71,65,Unpaid,Male,Medium Risk
76,73,68,58,68,Unpaid,Male,Low Risk
72,83,72,78,71,Paid,Female,Low Risk
28,48,53,45,43,Unpaid,Female,High Risk
39,52,45,55,50,Paid,Male,High Risk
59,69,67,68,59,Paid,Male,Low Risk
62,57,43,52,58,Paid,Female,Medium Risk
43,51,50,50,49,Paid,Male,High Risk
59,46,53,42,52,Paid,Female,Medium Risk
58,58,54,44,44,Paid,Female,Medium Risk
50,35,36,47,38,Paid,Female,Medium Risk
66,54,48,50,53,Unpaid,Male,Medium Risk
49,46,60,48,45,Unpaid,Male,High Risk
26,53,60,54,58,Paid,Female,High Risk
55,55,56,63,67,Unpaid,Female,Medium Risk
58,57,63,61,61,Paid,Female,Medium Risk
16,40,54,41,41,Unpaid,Female,High Risk
68,70,56,68,54,Paid,Female,Low Risk
60,70,68,59,55,Paid,Female,Low Risk
83,81,66,71,60,Paid,Male,Low Risk
58,63,64,66,57,Unpaid,Female,Medium Risk
57,63,73,40,59,Paid,Female,Low Risk
72,43,59,65,67,Unpaid,Male,Medium Risk
63,49,68,52,41,Unpaid,Female,Medium Risk
69,52,47,53,52,Paid,Male,Low Risk
60,61,70,46,61,Unpaid,Female,Medium Risk
57,53,41,54,40,Unpaid,Male,High Risk
31,40,49,36,30,Unpaid,Male,High Risk
55,65,54,48,35,Unpaid,Male,High Risk
45,49,45,51,50,Paid,Male,Medium Risk
69,60,63,57,61,Unpaid,Male,Medium Risk
57,45,47,39,39,Paid,Male,Medium Risk
61,62,52,64,53,Paid,Male,Low Risk
68,81,75,72,61,Paid,Female,Low Risk
58,46,46,37,52,Paid,Female,Medium Risk
48,50,35,45,38,Paid,Male,High Risk
42,45,24,32,17,Paid,Female,High Risk
66,59,33,63,51,Paid,Female,Medium Risk
54,56,53,51,53,Paid,Female,Medium Risk
56,47,55,39,47,Paid,Male,Medium Risk
67,71,72,50,56,Paid,Female,Low Risk
39,36,35,35,35,Paid,Male,High Risk
18,37,41,52,49,Unpaid,Female,High Risk
29,27,20,28,45,Unpaid,Female,High Risk
62,59,46,59,49,Paid,Male,Low Risk
59,61,53,60,71,Unpaid,Male,Medium Risk
73,72,86,85,94,Paid,Male,Low Risk
40,35,29,45,48,Unpaid,Male,High Risk
61,47,57,44,52,Paid,Female,Medium Risk
65,58,55,41,35,Paid,Female,Medium Risk
69,64,52,62,55,Unpaid,Male,Medium Risk
38,44,49,30,50,Paid,Male,High Risk
58,72,76,82,68,Paid,Female,Low Risk
63,59,70,70,83,Paid,Female,Low Risk
52,40,36,45,34,Paid,Female,Medium Risk
58,54,32,52,49,Paid,Female,Medium Risk
72,57,46,50,38,Unpaid,Female,Medium Risk
63,59,45,51,61,Paid,Female,Low Risk
54,47,43,48,64,Paid,Male,Medium Risk
40,60,54,69,49,Paid,Male,Medium Risk
77,82,88,75,75,Paid,Female,Low Risk
45,39,52,42,55,Unpaid,Male,High Risk
61,45,36,51,51,Unpaid,Female,High Risk
53,57,68,64,68,Paid,Female,Medium Risk
61,71,61,67,59,Unpaid,Male,Medium Risk
46,47,39,56,46,Unpaid,Male,High Risk
58,66,73,63,64,Unpaid,Female,Medium Risk
65,63,49,73,61,Paid,Male,Low Risk
66,63,64,58,65,Paid,Male,Low Risk
65,67,49,50,48,Paid,Male,Low Risk
49,63,51,67,42,Paid,Female,Medium Risk
34,43,49,50,60,Paid,Male,High Risk
60,55,47,36,48,Unpaid,Female,High Risk
43,49,58,77,67,Paid,Female,Medium Risk
40,47,32,44,40,Paid,Female,High Risk
57,67,68,56,70,Paid,Female,Low Risk
73,55,39,31,42,Unpaid,Male,Medium Risk
69,57,55,59,60,Paid,Female,Low Risk
60,77,66,71,58,Unpaid,Female,Medium Risk
70,77,70,73,78,Paid,Male,Low Risk
50,54,38,52,44,Paid,Female,Medium Risk
72,61,55,72,61,Paid,Male,Low Risk
64,72,60,74,56,Paid,Female,Low Risk
64,67,56,41,37,Paid,Male,Low Risk
57,45,43,49,47,Paid,Female,Medium Risk
56,48,67,42,56,Paid,Female,Medium Risk
63,48,49,45,56,Paid,Female,Medium Risk
56,49,52,58,55,Paid,Male,Low Risk
56,54,56,45,67,Paid,Female,Medium Risk
74,61,77,36,63,Paid,Female,Low Risk
100,78,77,78,72,Paid,Female,Low Risk
63,74,58,72,68,Paid,Female,Low Risk
46,50,55,44,63,Paid,Male,Medium Risk
59,50,40,46,43,Paid,Female,Medium Risk
61,46,43,60,41,Paid,Male,Medium Risk
47,39,45,47,81,Paid,Female,Medium Risk
69,50,56,48,50,Unpaid,Male,Medium Risk
55,63,66,47,55,Unpaid,Female,Medium Risk
41,48,45,55,49,Paid,Female,Medium Risk
45,50,50,47,46,Paid,Female,High Risk
21,55,41,55,50,Paid,Male,High Risk
85,92,81,72,59,Paid,Male,Low Risk
46,49,46,39,45,Paid,Female,Medium Risk
43,61,50,51,49,Paid,Male,High Risk
37,41,31,41,32,Paid,Male,High Risk
48,52,48,57,45,Paid,Male,Medium Risk
48,47,56,58,50,Paid,Male,Medium Risk
49,32,39,36,56,Unpaid,Male,High Risk
53,52,47,55,54,Paid,Female,Medium Risk
61,78,55,44,50,Paid,Male,Low Risk
54,48,59,50,53,Unpaid,Male,High Risk
68,68,68,51,50,Paid,Male,Low Risk
59,61,70,53,60,Paid,Male,Low Risk
71,61,59,57,62,Paid,Female,Low Risk
62,42,51,59,47,Unpaid,Female,Medium Risk
60,62,46,50,41,Paid,Female,Medium Risk
58,42,39,46,54,Paid,Male,Medium Risk
55,44,44,46,61,Paid,Female,Medium Risk
61,77,75,82,67,Paid,Male,Low Risk
66,61,80,56,82,Unpaid,Male,Medium Risk
79,61,61,44,67,Unpaid,Male,Low Risk
25,23,31,20,25,Paid,Male,High Risk
50,61,66,62,67,Paid,Male,Medium Risk
56,64,61,53,52,Paid,Female,Medium Risk
58,64,62,49,61,Paid,Female,Low Risk
50,56,40,58,57,Paid,Female,Medium Risk
48,54,55,46,59,Paid,Male,Medium Risk
52,49,55,50,60,Paid,Male,Medium Risk
57,59,56,50,46,Paid,Male,Medium Risk
46,44,75,52,60,Unpaid,Female,High Risk
69,79,65,67,45,Paid,Female,Low Risk
51,60,54,47,36,Paid,Male,Medium Risk
59,50,69,51,55,Unpaid,Male,Medium Risk
67,80,86,65,58,Unpaid,Male,Low Risk
37,51,48,44,54,Paid,Male,Medium Risk
43,57,46,51,59,Unpaid,Male,High Risk
57,45,61,57,74,Paid,Male,Medium Risk
31,45,40,39,47,Unpaid,Male,High Risk
31,43,60,47,65,Paid,Female,High Risk
57,47,66,46,48,Unpaid,Female,Medium Risk
36,42,53,44,39,Paid,Female,High Risk
56,65,59,74,56,Unpaid,Female,Medium Risk
68,65,65,65,60,Paid,Female,Low Risk
59,52,54,53,53,Paid,Male,Low Risk
53,39,44,46,52,Paid,Female,High Risk
57,41,48,31,38,Paid,Female,Medium Risk
39,36,42,26,29,Unpaid,Female,High Risk
77,83,81,72,79,Paid,Male,Low Risk
63,39,54,30,43,Paid,Female,Medium Risk
59,59,60,67,65,Unpaid,Female,Medium Risk
57,70,63,63,63,Unpaid,Female,Medium Risk
83,62,43,56,61,Unpaid,Female,Low Risk
63,53,53,42,34,Paid,Female,Medium Risk
51,42,43,29,54,Unpaid,Female,High Risk
68,56,55,63,62,Paid,Male,Medium Risk
50,56,52,52,67,Unpaid,Male,High Risk
61,56,46,58,61,Paid,Female,Low Risk
71,87,65,58,62,Unpaid,Male,Low Risk
38,34,45,40,43,Unpaid,Female,High Risk
44,48,45,49,40,Unpaid,Female,High Risk
43,33,43,30,49,Paid,Male,High Risk
24,25,32,24,26,Paid,Male,High Risk
51,49,58,52,66,Unpaid,Male,High Risk
76,59,67,64,65,Paid,Male,Low Risk
62,60,56,59,59,Unpaid,Male,Medium Risk
69,51,58,40,50,Unpaid,Female,Medium Risk
59,32,36,39,43,Unpaid,Male,High Risk
42,54,46,54,49,Paid,Male,Medium Risk
54,55,48,61,48,Paid,Female,Medium Risk
67,56,37,45,53,Unpaid,Male,Medium Risk
71,44,40,25,38,Unpaid,Male,High Risk
46,53,58,66,77,Paid,Female,Medium Risk
82,77,67,52,48,Unpaid,Female,Low Risk
36,49,68,42,44,Paid,Male,Medium Risk
41,64,70,71,56,Paid,Female,Medium Risk
68,61,66,48,56,Paid,Male,Low Risk
47,56,75,44,57,Paid,Male,Medium Risk
70,58,48,55,48,Paid,Male,Low Risk
80,70,68,56,60,Unpaid,Female,Low Risk
54,60,63,52,57,Paid,Female,Medium Risk
69,55,71,43,56,Paid,Female,Low Risk
43,52,52,39,64,Paid,Female,Medium Risk
47,31,40,36,39,Paid,Female,High Risk
43,48,39,55,55,Unpaid,Male,High Risk
56,43,36,46,48,Paid,Female,High Risk
55,59,61,57,59,Paid,Female,Medium Risk
32,43,44,36,48,Unpaid,Female,High Risk
54,56,36,51,49,Unpaid,Female,High Risk
50,50,52,49,63,Paid,Male,Medium Risk
63,62,61,70,68,Paid,Female,Low Risk
40,56,47,59,42,Paid,Male,High Risk
32,39,59,33,40,Paid,Female,High Risk
45,30,50,52,56,Unpaid,Male,High Risk
44,44,37,45,51,Paid,Female,High Risk
79,59,48,60,52,Unpaid,Male,Low Risk
54,51,53,55,55,Paid,Female,Medium Risk
45,59,55,69,51,Unpaid,Female,Medium Risk
48,37,49,43,56,Paid,Male,High Risk
50,59,61,51,71,Paid,Female,Medium Risk
56,56,62,47,55,Paid,Female,Medium Risk
45,37,47,16,24,Unpaid,Male,High Risk
66,45,42,47,52,Paid,Female,Medium Risk
62,64,50,64,51,Unpaid,Male,Medium Risk
18,50,46,50,41,Paid,Female,High Risk
62,54,46,74,37,Paid,Female,Low Risk
48,52,41,43,45,Unpaid,Male,High Risk
19,50,52,51,51,Paid,Male,High Risk
47,47,49,42,44,Unpaid,Male,High Risk
61,43,51,66,79,Paid,Male,Low Risk
59,44,59,44,67,Paid,Female,Medium Risk
44,43,50,38,63,Unpaid,Female,High Risk
63,75,56,59,76,Unpaid,Female,Medium Risk
33,55,56,50,60,Paid,Male,High Risk
78,66,64,63,61,Paid,Female,Low Risk
32,34,51,33,38,Paid,Male,High Risk
50,49,37,46,44,Unpaid,Female,High Risk
45,52,77,50,53,Paid,Male,Medium Risk
70,71,75,69,63,Paid,Female,Low Risk
57,50,63,59,49,Paid,Male,Medium Risk
49,59,45,55,34,Unpaid,Male,High Risk
49,51,40,50,51,Paid,Female,Medium Risk
42,54,62,52,42,Unpaid,Male,High Risk
46,52,41,48,38,Unpaid,Female,High Risk
55,52,51,55,52,Paid,Female,Low Risk
78,79,74,76,64,Paid,Female,Low Risk
60,62,63,68,67,Paid,Female,Low Risk
